Company,Car_type,Horsepower(hp),Acceleration 0 to 100 km/h (seconds),Average_energy_consumption_1 (kWh/100km),Average_energy_consumption_2_3 (L/100km),Energy_type,GHG_per_10000km,Energy_price,Score_perf,Score_balanced,Score_env,Score_daily
BMW,530i Mild Hybrid Steptronic,255,6.2,,6.7,3,1547.7,2.6,8.528109729354538,0.36665816212369,0.01118282723753514,0.32394217400776826
BMW,540d Mild Hybrid xDrive Steptronic,303,5.2,,6.1,3,1409.1,2.6,11.375222797797287,0.4335120413717938,0.012803575057213926,0.3385876152824858
BMW,540i Mild Hybrid xDrive Steptronic,375,4.7,,7.2,3,1663.2,2.6,14.38649322097369,0.46773300520107597,0.012140266314680688,0.3436530596888984
BMW,550e Plug-in Hybrid xDrive Steptronic,489,4.3,22.4,0.9,2,207.9,2.6,23.517412622470847,1.0057448333698773,0.05586921938750205,0.4383488919037701
Xiao Peng,Xiaopeng P7+,313,5.9,12.2,,1,497.76,0.3,14.532480064723654,1.0905223124523966,0.03230816886000761,2.0944511206032828
Xiao Peng,Xiaopeng M03,218,7.3,11.5,,1,469.19999999999993,0.3,9.231217442960926,0.8820834544601907,0.0300167728550842,1.9892096583609487
Xiao Peng,Xiaopeng X9,320,7.7,16.3,,1,665.04,0.3,11.612627632732735,0.9067195809734236,0.025120384809836287,1.9855651644699321
Xiao Peng,Xiaopeng G9,313,6.4,15.2,,1,620.1599999999999,0.3,13.320759588446766,0.9882304777036761,0.027252611270702592,2.032305804130766
Xiao Peng,Xiaopeng G6,296,6.6,13.2,,1,538.56,0.3,12.605575720377164,0.9958467388580798,0.029564705933147545,2.0434045888981345
Xiao Peng,Xiaopeng P7,276,6.4,13.6,,1,554.8799999999999,0.3,12.180111216292984,0.9716179854996069,0.028727269331422264,2.0293455330917216
Xiao Peng,Xiaopeng P5,211,7.5,12.9,,1,526.3199999999999,0.3,8.700412440595477,0.832103096843759,0.027368891099666975,1.954790087356493
BYD,Qin PLUS,163,7.6,13.6,,1,554.8799999999999,0.3,6.965738667646097,0.7347735374621323,0.024981776978373064,1.8924329027297486
BYD,Seagull,75,9.9,13.2,,1,538.56,0.3,3.038822407592232,0.4889492933598043,0.02071615836262816,1.710496514970229
BYD,Qin L,163,7.9,11.1,,1,452.87999999999994,0.3,6.891884186847768,0.7689407665107421,0.028576680407732997,1.9238036011355582
BYD,Song Xin Energy PLUS,218,7.7,15.9,,1,648.7199999999999,0.3,8.563568195037863,0.7834887136578087,0.023672325673503882,1.9155515518393273
BYD,Han,245,7.9,13.5,,1,550.8,0.3,9.363100303058534,0.8534558140983662,0.02703335334821719,1.9649771404258232
BYD,Xia,272,8.1,18.5,,1,754.8,0.3,9.668782558970966,0.8015813612115275,0.02203039720619747,1.9192351793154605
BYD,Seal 06 New Energy,163,7.9,11.1,,1,452.87999999999994,0.3,6.891884186847768,0.7689407665107421,0.028576680407732997,1.9238036011355582
BYD,Song Pro New Energy,163,8.3,13.1,,1,534.4799999999999,0.3,6.516018944218754,0.7173448599560536,0.025197517518230864,1.8828720191450063
BYD,Tang New Energy,272,7.5,17.8,,1,726.24,0.3,10.32252564511311,0.8362625150152041,0.02298440612610533,1.9415373237076174
BYD,Yuan UP,177,12.2,12.9,,1,526.3199999999999,0.3,5.122165843032236,0.6384605031697246,0.023973732232349058,1.8295292297695445
BYD,Song L DM-i,218,7.7,13.2,,1,538.56,0.3,8.724430349277142,0.8284755626628901,0.02696603924329859,1.9515341869007052
BYD,Seal L DM-i,218,8.5,11.7,,1,477.3599999999999,0.3,8.158932240592499,0.8257048647163067,0.028767569482460818,1.9557896815640108
BYD,Seal 07 EV,231,7.3,15.0,,1,611.9999999999999,0.3,9.415513884405577,0.8335925888905517,0.02521272012749797,1.9483041965970453
BYD,Yuan PLUS,204,7.3,12.2,,1,497.76,0.3,8.702253313433925,0.8438797166407096,0.028420737300507214,1.9644081513572802
BYD,Dolphin,98,7.8,10.5,,1,428.4,0.3,4.660238106069379,0.6411525503668783,0.026904166723804253,1.840904237076487
BYD,Seal 05 DM-i,163,7.6,11.1,,1,452.87999999999994,0.3,7.1086768131827585,0.7809411108586765,0.028798805693540295,1.9312659486671673
BYD,Seal,231,6.5,13.0,,1,530.4,0.3,10.480606647627909,0.9115112187634463,0.02852365260154671,1.9994590179299137
BYD,Seal 06 GT,218,7.5,13.0,,1,530.4,0.3,8.923674224373153,0.8410864975505431,0.02739961495762711,1.9596664962663242
BYD,Song L EV,204,8.5,14.9,,1,607.9200000000001,0.3,7.552178126832106,0.7478150321033532,0.023968321463283225,1.8964416169803644
BYD,Sea Lion 05 DM-i,163,8.3,13.1,,1,534.4799999999999,0.3,6.516018944218754,0.7173448599560536,0.025197517518230864,1.8828720191450063
BYD,Destroyer 05,180,7.9,11.4,,1,465.12,0.3,7.441280988404996,0.7936925152115887,0.028610236458872455,1.9378093013705666
BYD,Frigate 07,197,8.5,21.5,,1,877.2,0.3,7.0797162624087155,0.6606218850210658,0.018413158794348447,1.8217881127973798
BYD,Yuan Pro,95,7.6,12.7,,1,518.16,0.3,4.553753274380103,0.6043499125114936,0.023525841043021408,1.8052926297760352
BYD,Song MAX New Energy,180,8.5,13.2,,1,538.56,0.3,6.9158780818600025,0.7376236402334019,0.02544454706142891,1.8956796358071333
BYD,e2,95,7.3,10.3,,1,420.24,0.3,4.802404440154538,0.6539954175737496,0.02746122156088948,1.850944223823377
BYD,e9,163,7.6,12.9,,1,526.3199999999999,0.3,7.002644783886212,0.7465145321622472,0.025923149566960447,1.902459455837341
BYD,Qin New Energy,136,7.8,11.5,,1,469.19999999999993,0.3,6.002159315414459,0.7112691048738269,0.026954180558182345,1.8850011801741633
BYD,D1,136,8.2,12.3,,1,501.84,0.3,5.728110560448931,0.6832569588830746,0.025458756867603856,1.8630262509895748
BYD,e6,136,7.8,13.6,,1,554.8799999999999,0.3,5.902328975605743,0.6763657762609826,0.023968308484083475,1.853649078627418
BYD,e3,136,8.2,12.3,,1,501.84,0.3,5.728110560448931,0.6832569588830746,0.025458756867603856,1.8630262509895748
